TimeStamp,Open,Close,High,Low,Volume
17 December 2019,6454.939226,6592.886938,6612.879058,6454.939226,24623932894
16 December 2019,6821.751635,6862.634454,6903.473499,6821.751635,19278311620
15 December 2019,7119.597042,7138.34252,7157.480497,7119.597042,16381403403
14 December 2019,7175.854756,7101.289088,7175.854756,7101.289088,17214928664
13 December 2019,7234.93161,7289.312861,7301.973624,7234.93161,16412166135
12 December 2019,7274.700591,7218.079696,7305.390718,7218.079696,18777862072
11 December 2019,7178.792672,7230.091702,7241.24411,7178.792672,16662917769
10 December 2019,7316.829759,7262.756827,7316.829759,7262.756827,19371943241
09 December 2019,7447.253374,7376.059449,7461.733638,7376.059449,18275633405
08 December 2019,7647.943879,7561.145955,7647.943879,7561.145955,16125783458
07 December 2019,7502.767448,7529.096803,7579.037503,7502.767448,16810460922
06 December 2019,7445.960462,7556.886904,7556.886904,7445.960462,18862630590
05 December 2019,7327.843537,7416.435199,7416.435199,7327.843537,20079029915
04 December 2019,7270.330321,7229.129779,7461.389607,7229.129779,21632067147
03 December 2019,7294.635062,7332.895246,7336.626406,7294.635062,15609304513
02 December 2019,7353.612894,7341.110532,7353.612894,7323.659395,17673234408
01 December 2019,7558.667581,7422.907367,7558.667581,7422.907367,20268470543
30 November 2019,7667.840304,7590.141466,7667.840304,7590.141466,18765717803
29 November 2019,7578.450616,7766.922977,7766.922977,7578.450616,21317843717
28 November 2019,7454.384148,7463.024084,7506.291812,7454.384148,20392264658
27 November 2019,7314.462595,7512.097724,7512.097724,7227.138935,25193631901
26 November 2019,7195.096361,7201.032212,7207.440903,7195.096361,22591912641
25 November 2019,7076.94045,7131.078352,7131.078352,6966.644565,30163406360
24 November 2019,6967.94149,6928.064208,6967.94149,6926.156914,19786653681
23 November 2019,7375.500772,7341.934747,7409.852933,7341.934747,23003348257
22 November 2019,7338.250732,7298.986621,7360.503145,7173.184429,33323920156
21 November 2019,7732.359533,7654.243895,7732.359533,7627.350393,21754423841
20 November 2019,8119.284604,8114.719119,8150.572776,8114.719119,17898998439
19 November 2019,8163.167953,8163.742981,8188.946747,8163.167953,21640594783
18 November 2019,8357.100433,8225.782877,8357.100433,8225.782877,21342988092
17 November 2019,8582.378736,8549.239775,8607.187614,8549.239775,18491099617
16 November 2019,8614.220335,8532.156201,8644.579115,8532.156201,18417743164
15 November 2019,8504.679683,8492.336291,8554.290063,8492.336291,23620450452
14 November 2019,8687.243043,8667.086795,8693.118803,8667.086795,20643637512
13 November 2019,8880.283489,8807.624209,8880.283489,8807.624209,18920055207
12 November 2019,8788.44941,8810.462078,8810.462078,8788.44941,20056279881
11 November 2019,8893.41444,8722.422077,8893.41444,8722.422077,21516137806
10 November 2019,8968.206967,9030.262889,9030.262889,8968.206967,20078522581
09 November 2019,8835.162621,8829.25083,8860.077548,8829.25083,18775040746
08 November 2019,9143.122401,8794.562555,9143.122401,8794.562555,24311358708
07 November 2019,9181.983476,9216.465653,9216.465653,9181.983476,23324029341
06 November 2019,9393.161642,9345.739701,9404.271639,9345.739701,23939540221
05 November 2019,9477.380461,9317.660952,9477.380461,9317.660952,26218099970
04 November 2019,9341.630351,9402.149112,9402.149112,9330.168832,23783654599
03 November 2019,9261.182176,9218.930037,9261.182176,9218.930037,19858634894
02 November 2019,9276.564248,9316.032895,9330.979331,9276.564248,21171511237
01 November 2019,9207.730928,9263.456792,9273.003087,9207.730928,24632547654
31 October 2019,9148.283784,9181.570362,9208.374946,9148.283784,25421144979
30 October 2019,9224.046997,9165.121864,9224.046997,9152.355685,26575404456
29 October 2019,9498.286921,9447.302716,9516.362806,9447.302716,28164953660
28 October 2019,9474.230987,9234.995829,9518.04726,9234.995829,32667338829
27 October 2019,9328.089796,9527.650214,9567.797211,9328.089796,32385103724
26 October 2019,8610.88601,9231.514867,9658.823917,8610.88601,45682330157
25 October 2019,7900.223621,8647.623834,8647.623834,7900.223621,26630205213
24 October 2019,7472.306863,7441.216441,7524.640957,7441.216441,15770506690
23 October 2019,7809.811461,7521.716439,7809.811461,7521.716439,19446873311
22 October 2019,8149.956671,8073.940294,8150.275162,8073.940294,14838416498
21 October 2019,8183.879744,8234.878372,8257.913036,8183.879744,13954016839
20 October 2019,8072.428725,8230.450236,8230.450236,8072.428725,12743552963
19 October 2019,7935.930649,7970.107778,7987.678907,7935.930649,11256202584
18 October 2019,7959.670045,7964.763808,7978.40157,7959.670045,13341171546
17 October 2019,8081.138335,8072.151659,8084.933913,8072.151659,12425114205
16 October 2019,8009.307973,8005.522475,8009.307973,8005.522475,14493502198
15 October 2019,8192.070601,8174.828071,8216.894856,8174.828071,12998436212
14 October 2019,8461.952601,8364.549423,8466.154064,8364.549423,13302168782
13 October 2019,8349.545434,8297.963522,8357.314621,8297.963522,11847921979
12 October 2019,8229.720854,8299.454647,8385.120053,8229.720854,12895853964
11 October 2019,8285.702821,8264.302649,8310.48713,8264.302649,16955680080
10 October 2019,8552.560108,8569.154689,8783.946156,8552.560108,16249774816
09 October 2019,8528.612314,8596.421801,8596.421801,8520.975456,18286507804
08 October 2019,8213.301156,8167.284739,8225.771603,8167.284739,13171258119
07 October 2019,8123.806626,8211.197554,8224.787783,8107.465727,15217893117
06 October 2019,8002.355916,7890.019339,8002.355916,7890.019339,11074249477
05 October 2019,8137.494179,8095.633405,8138.913528,8095.633405,10449134942
04 October 2019,8239.649544,8127.231447,8239.649544,8127.231447,12026280240
03 October 2019,8236.136255,8241.45999,8453.982713,8236.136255,12280900589
02 October 2019,8453.186882,8408.61809,8453.186882,8408.61809,11628745986
01 October 2019,8210.158968,8315.543806,8315.543806,8210.158968,13615517818
30 September 2019,8321.518518,8333.634684,8351.287037,8141.377,15985780189
29 September 2019,8093.344807,8065.813341,8095.158222,8065.813341,12583884052
28 September 2019,8205.715638,8232.447678,8232.447678,8205.715638,13251026970
27 September 2019,8325.322213,8216.691889,8335.22217,8216.691889,16118746962
26 September 2019,8367.974837,8092.991441,8367.974837,8051.837926,17305578830
25 September 2019,8612.713663,8474.784436,8612.713663,8474.784436,19950270331
24 September 2019,9044.808805,8528.385722,9082.845913,8360.142715,20371337416
23 September 2019,9740.130201,9668.923868,9740.130201,9668.923868,13132566244
22 September 2019,9839.426458,10027.16492,10103.29717,9839.426458,11476991344
21 September 2019,10074.31047,9972.920199,10074.31047,9972.920199,10509371984
20 September 2019,10184.07644,10181.64997,10313.66194,10181.64997,13892358378
19 September 2019,10453.79319,10277.0095,10453.79319,10277.0095,18643735495
18 September 2019,10374.9169,10133.56077,10374.9169,10133.56077,14622423077
17 September 2019,10719.74529,10240.27834,10720.79715,10240.27834,13029950835
16 September 2019,10637.20565,10328.57608,10637.20565,10328.57608,13447834095
15 September 2019,10428.77146,10328.33457,10469.69713,10328.33457,10626595441
14 September 2019,10688.95906,10390.42963,10688.95906,10390.42963,12152779603
13 September 2019,10441.1005,10372.82576,10441.1005,10243.90108,12620338929
12 September 2019,10250.31119,10421.77762,10421.77762,10250.31119,14429427255
11 September 2019,10073.14146,10169.63534,10169.63534,10073.14146,13905298550
10 September 2019,10282.77147,10123.92522,10282.77147,10123.92522,12698306335
09 September 2019,10374.70756,10306.59535,10374.70756,10306.59535,15165804249
08 September 2019,10679.85166,10420.61589,10679.85166,10420.61589,12205183516
07 September 2019,10765.45796,10540.32027,10836.72774,10540.32027,14827988576
06 September 2019,10449.98155,10330.51585,10572.64251,10330.51585,16630330931
05 September 2019,10514.00482,10590.63402,10653.80282,10514.00482,13053864642
04 September 2019,10492.14247,10538.70131,10553.63289,10467.62409,14422657742
03 September 2019,10363.74321,10608.96861,10608.96861,10363.74321,17532229059
02 September 2019,9944.328405,10364.23685,10364.23685,9944.328405,15149870173
01 September 2019,9610.946479,9749.875152,9749.875152,9610.946479,9809879937
31 August 2019,9720.928653,9637.808312,9761.508666,9637.808312,10092483654
30 August 2019,9496.259873,9595.053696,9595.053696,9496.259873,12283059097
29 August 2019,9582.513069,9506.15403,9582.513069,9506.15403,16049457904
28 August 2019,9846.247313,9703.841934,9909.105013,9703.841934,14380942671
27 August 2019,10310.49851,10160.39537,10310.49851,10160.39537,13829850481
26 August 2019,10173.34806,10357.31,10387.41487,10173.34806,16418245565
25 August 2019,10022.41836,10120.33942,10120.33942,10022.41836,12752741803
24 August 2019,10301.44827,10148.47979,10301.44827,10129.05817,13836473225
